Entry,Sample_IP,PTR,ASN,ASN_Desc,Owner,Abuse_Score,Abuse_Reports,Abuse_Last_Reported,Usage_Type,Abuse_Domain
34.60.130.75/32,34.60.130.75,75.130.60.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGL-2,71,11,2026-08-09T14:14:20+00:00,Data Center/Web Hosting/Transit,google.com
34.68.92.6/32,34.68.92.6,6.92.68.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGL-2,0,0,Never,Data Center/Web Hosting/Transit,google.com
34.77.181.30/32,34.77.181.30,30.181.77.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGL-2,100,21,2026-08-09T12:05:18+00:00,Data Center/Web Hosting/Transit,google.com
34.140.125.185/32,34.140.125.185,185.125.140.34.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGL-2,100,20,2026-08-09T08:27:04+00:00,Data Center/Web Hosting/Transit,google.com
35.240.97.18/32,35.240.97.18,18.97.240.35.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGLE-CLOUD,100,30,2026-08-09T08:28:42+00:00,Data Center/Web Hosting/Transit,google.com
43.130.3.122/32,43.130.3.122,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACE-SG,100,428,2026-08-09T19:11:56+00:00,Data Center/Web Hosting/Transit,apnic.net
43.130.53.252/32,43.130.53.252,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACE-SG,100,439,2026-08-09T15:00:21+00:00,Data Center/Web Hosting/Transit,apnic.net
43.130.100.35/32,43.130.100.35,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACE-SG,100,393,2026-08-09T14:25:02+00:00,Data Center/Web Hosting/Transit,apnic.net
43.134.23.177/32,43.134.23.177,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACE-SG,100,403,2026-08-09T10:22:01+00:00,Data Center/Web Hosting/Transit,apnic.net
43.135.36.201/32,43.135.36.201,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACE-SG,100,664,2026-08-09T09:22:38+00:00,Data Center/Web Hosting/Transit,apnic.net
43.153.10.13/32,43.153.10.13,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,100,414,2026-08-09T11:41:41+00:00,Data Center/Web Hosting/Transit,apnic.net
43.153.54.138/32,43.153.54.138,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,N/A,N/A,N/A,N/A,Lookup Failed
43.156.37.91/32,43.156.37.91,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,100,477,2026-08-09T18:20:16+00:00,Data Center/Web Hosting/Transit,apnic.net
43.157.67.70/32,43.157.67.70,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,100,615,2026-08-09T14:36:04+00:00,Data Center/Web Hosting/Transit,apnic.net
43.166.136.24/32,43.166.136.24,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,100,424,2026-08-09T09:35:56+00:00,Data Center/Web Hosting/Transit,tencent.com
43.228.157.169/32,43.228.157.169,(no PTR),205759,"GHOSTYNETWORKS - Ghosty Networks LLC, US",Cyber-Security-SG,100,261,2026-08-09T19:01:20+00:00,Data Center/Web Hosting/Transit,pointtoserver.com
44.220.188.209/32,44.220.188.209,scanner-44-220-188-209.reposify.net,14618,"AMAZON-AES - Amazon.com, Inc., US",AMAZON-IAD,76,49,2026-08-08T06:08:10+00:00,Data Center/Web Hosting/Transit,amazon.com
45.154.98.52/32,45.154.98.52,194.26.192.123.powered.by.amazon.com,210558,"services-1337-gmbh - 1337 Services GmbH, DE",DE-1337SERVICES-20211028,100,783,2026-08-09T11:49:31+00:00,Data Center/Web Hosting/Transit,as210558.net
45.198.224.8/32,45.198.224.8,(no PTR),215925,"VPSVAULTHOST - VPSVAULT.HOST LTD, GB",,100,741,2026-08-09T19:05:03+00:00,Data Center/Web Hosting/Transit,vpsvault.host
46.101.110.243/32,46.101.110.243,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN,100,137,2026-08-09T19:11:17+00:00,Data Center/Web Hosting/Transit,digitalocean.com
47.88.59.135/32,47.88.59.135,(no PTR),45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",ALIBABA CLOUD - US,100,648,2026-08-09T17:44:49+00:00,Data Center/Web Hosting/Transit,alibabacloud.com
47.254.47.156/32,47.254.47.156,(no PTR),45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",ALIBABA CLOUD - US,100,287,2026-08-09T09:28:13+00:00,Data Center/Web Hosting/Transit,alibabacloud.com
49.51.39.209/32,49.51.39.209,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",TencentCloud,100,394,2026-08-09T20:00:57+00:00,Data Center/Web Hosting/Transit,tencent.com
49.51.204.74/32,49.51.204.74,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",TencentCloud,100,405,2026-08-09T13:19:08+00:00,Data Center/Web Hosting/Transit,tencent.com
54.174.230.107/32,54.174.230.107,ec2-54-174-230-107.compute-1.amazonaws.com,14618,"AMAZON-AES - Amazon.com, Inc., US",AMAZON,100,338,2026-08-09T20:09:00+00:00,Data Center/Web Hosting/Transit,amazon.com
62.210.142.62/32,62.210.142.62,62-210-142-62.rev.poneytelecom.eu,12876,"AS12876 - Scaleway SAS, FR",SCALEWAY-DEDIBOX,100,499,2026-08-09T20:11:20+00:00,Data Center/Web Hosting/Transit,scaleway.com
64.89.160.242/32,64.89.160.242,(no PTR),205759,"GHOSTYNETWORKS - Ghosty Networks LLC, US",GHOSTY-NETWORKS-LU,100,2301,2026-08-09T20:27:49+00:00,Data Center/Web Hosting/Transit,ghostynetworks.com
77.90.185.20/32,77.90.185.20,(no PTR),213790,"LimitedNetwork-AS - Limited Network LTD, GB",LIMITED-NETWORK,100,21124,2026-08-09T20:31:28+00:00,Data Center/Web Hosting/Transit,btcloud.ro
85.137.57.233/32,85.137.57.233,dedicated.vsys.host,6698,"virtualsystems - Virtual Systems LLC, UA",vsys-ua-uc-cheap-vps,100,644,2026-08-09T15:00:05+00:00,Data Center/Web Hosting/Transit,vsys.host
86.54.31.46/32,86.54.31.46,guitar.census.shodan.io,12989,"BlackHOST - Black HOST Ltd, CA",Shodan,100,738,2026-08-09T18:04:11+00:00,Data Center/Web Hosting/Transit,black.host
87.236.176.59/32,87.236.176.59,r3-59-3b.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20050831,100,300,2026-08-09T14:04:58+00:00,Data Center/Web Hosting/Transit,driftnet.io
87.236.176.61/32,87.236.176.61,r3-61-3d.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20050831,100,308,2026-08-09T14:00:22+00:00,Data Center/Web Hosting/Transit,driftnet.io
87.236.176.80/32,87.236.176.80,r3-80-50.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20050831,100,366,2026-08-09T16:17:22+00:00,Data Center/Web Hosting/Transit,driftnet.io
89.251.0.73/32,89.251.0.73,(no PTR),41564,"AS41564 - Orion Network Limited, GB",TORONTO-CA-89-251-0-0,67,43,2026-08-09T13:06:10+00:00,Data Center/Web Hosting/Transit,vpnconsumer.com
89.251.0.132/32,89.251.0.132,(no PTR),41564,"AS41564 - Orion Network Limited, GB",TORONTO-CA-89-251-0-0,32,22,2026-08-01T15:01:02+00:00,Data Center/Web Hosting/Transit,vpnconsumer.com
89.251.0.224/32,89.251.0.224,(no PTR),41564,"AS41564 - Orion Network Limited, GB",TORONTO-CA-89-251-0-0,34,24,2026-08-08T21:00:51+00:00,Data Center/Web Hosting/Transit,vpnconsumer.com
95.181.232.51/32,95.181.232.51,(no PTR),9009,"M247 - M247 Europe SRL, RO",M247-Morocco,100,483,2026-08-09T20:31:08+00:00,Data Center/Web Hosting/Transit,m247global.com
100.58.113.108/32,100.58.113.108,ec2-100-58-113-108.compute-1.amazonaws.com,14618,"AMAZON-AES - Amazon.com, Inc., US",AMAZON-IAD,100,318,2026-08-09T03:27:42+00:00,Data Center/Web Hosting/Transit,amazon.com
100.58.171.235/32,100.58.171.235,ec2-100-58-171-235.compute-1.amazonaws.com,14618,"AMAZON-AES - Amazon.com, Inc., US",AMAZON-IAD,100,344,2026-08-09T19:04:33+00:00,Data Center/Web Hosting/Transit,amazon.com
103.252.221.157/32,103.252.221.157,157.221.252.103.host-palace.com,60064,"HOSTPALACE - HOSTPALACE DATACENTERS LTD, GB",HOSTPALACE,100,510,2026-08-09T20:17:56+00:00,Data Center/Web Hosting/Transit,host-palace.com
108.174.0.132/32,108.174.0.132,maila-gd.linkedin.com,14413,"LINKEDIN - LinkedIn Corporation, US",LINKEDIN,0,0,2025-08-22T04:03:23+00:00,Commercial,linkedin.com
108.174.0.189/32,108.174.0.189,maild-he.linkedin.com,14413,"LINKEDIN - LinkedIn Corporation, US",LINKEDIN,8,4,2026-07-05T20:26:43+00:00,Commercial,linkedin.com
108.174.0.194/32,108.174.0.194,maile-gb.linkedin.com,14413,"LINKEDIN - LinkedIn Corporation, US",LINKEDIN,21,22,2026-08-06T15:18:19+00:00,Commercial,linkedin.com
108.174.6.178/32,108.174.6.178,maild-cb.linkedin.com,40793,"LINKEDIN - LinkedIn Corporation, US",LINKEDIN,3,4,2026-08-04T15:21:59+00:00,Commercial,linkedin.com
113.142.69.92/32,113.142.69.92,(no PTR),134768,"CHINANET-SHAANXI-CLOUD-BASE - CHINANET SHAANXI province Cloud Base network, CN",CHINANET-SN,12,3,2026-08-07T14:59:13+00:00,Data Center/Web Hosting/Transit,xa.sn.cn
120.0.0.0/32,120.0.0.0,(no PTR),4837,"CHINA169-Backbone - CHINA UNICOM China169 Backbone, CN",UNICOM-HE,20,11,2026-08-05T00:06:12+00:00,Fixed Line ISP,chinaunicom.cn
123.58.215.136/32,123.58.215.136,(no PTR),135377,"UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK",UCLOUD-HK,77,19,2026-08-09T05:21:21+00:00,Data Center/Web Hosting/Transit,ucloud.cn
124.0.0.0/32,124.0.0.0,localhost,N/A,N/A,Lookup Failed,5,34,2026-08-06T06:07:02+00:00,Fixed Line ISP,sktelecom.com
127.0.0.0/32,127.0.0.0,(no PTR),N/A,N/A,Lookup Failed,0,1,2026-05-17T16:01:07+00:00,Reserved,N/A
134.209.248.205/32,134.209.248.205,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-134-209-0-0,76,16,2026-08-09T16:51:10+00:00,Data Center/Web Hosting/Transit,digitalocean.com
135.119.96.82/32,135.119.96.82,(no PTR),8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",cloud,100,1516,2026-08-09T17:04:16+00:00,Data Center/Web Hosting/Transit,microsoft.com
135.233.96.247/32,135.233.96.247,azpdcsxcy271.stretchoid.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",cloud,100,1511,2026-08-09T19:04:30+00:00,Data Center/Web Hosting/Transit,microsoft.com
136.0.0.0/32,136.0.0.0,(no PTR),149440,"EVOXTSDNBHD-AS-AP - Evoxt Sdn. Bhd., MY",EVOXT-NETWORK,12,15,2026-08-08T01:37:05+00:00,Data Center/Web Hosting/Transit,evoxt.com
136.107.72.55/32,136.107.72.55,55.72.107.136.bc.googleusercontent.com,396982,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",GOOGL-2,51,8,2026-08-09T13:53:47+00:00,Data Center/Web Hosting/Transit,google.com
137.0.0.0/32,137.0.0.0,(no PTR),391,"AFCONC-BLOCK1-AS - Air Force Systems Networking, US",AF-AFMC-AFSN-137-0,11,12,2026-08-01T03:07:02+00:00,Government,mail.mil
138.68.72.133/32,138.68.72.133,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-138-68-0-0,100,134,2026-08-09T18:07:51+00:00,Data Center/Web Hosting/Transit,digitalocean.com
139.162.113.212/32,139.162.113.212,scan-40.security.ipip.net,63949,"AKAMAI-LINODE-AP - Akamai Connected Cloud, SG",EU-LINODE-20141229,100,2339,2026-08-09T18:00:24+00:00,Data Center/Web Hosting/Transit,linode.com
142.0.0.0/32,142.0.0.0,(no PTR),399439,"ATV-PUBLIC - Mitchell Telecom, US",SANCOM-ARIN-DIRECT-NETWORK,12,24,2026-08-07T03:52:02+00:00,Fixed Line ISP,mitchelltelecom.com
147.0.0.0/32,147.0.0.0,syn-147-000-000-000.biz.spectrum.com,10796,"TWC-10796-MIDWEST - Charter Communications Inc, US",INSIGHT-MTA2,4,29,2026-08-02T04:52:12+00:00,Fixed Line ISP,charter.com
147.182.249.247/32,147.182.249.247,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-147-182-128-0,48,10,2026-08-09T11:04:06+00:00,Data Center/Web Hosting/Transit,digitalocean.com
150.109.119.38/32,150.109.119.38,(no PTR),132203,"TENCENT-NET-AP-CN - Tencent Building, Kejizhongyi Avenue, CN",ACEVILLEPTELTD-SG,100,456,2026-08-09T11:42:55+00:00,Data Center/Web Hosting/Transit,tencent.com
159.223.18.188/32,159.223.18.188,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DO-13,100,130,2026-08-09T17:02:08+00:00,Data Center/Web Hosting/Transit,digitalocean.com
159.223.203.138/32,159.223.203.138,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DO-13,21,5,2026-08-09T11:04:06+00:00,Data Center/Web Hosting/Transit,digitalocean.com
161.153.121.253/32,161.153.121.253,(no PTR),31898,"ORACLE-BMC-31898 - Oracle Corporation, US",ORACLE-4,100,835,2026-08-09T19:43:41+00:00,Data Center/Web Hosting/Transit,oracle.com
162.243.116.182/32,162.243.116.182,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-162-243-0-0,100,804,2026-08-09T19:27:34+00:00,Data Center/Web Hosting/Transit,digitalocean.com
165.22.80.11/32,165.22.80.11,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-165-22-0-0,100,144,2026-08-09T17:23:03+00:00,Data Center/Web Hosting/Transit,digitalocean.com
165.154.138.79/32,165.154.138.79,mail.shegertravel.com,135377,"UCLOUD-HK-AS-AP - UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED, HK",UCLOUD-DE,100,767,2026-08-09T20:11:25+00:00,Data Center/Web Hosting/Transit,ucloud.cn
165.232.130.29/32,165.232.130.29,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-165-232-32-0,35,11,2026-08-09T08:01:59+00:00,Data Center/Web Hosting/Transit,digitalocean.com
165.245.217.78/32,165.245.217.78,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DO-13,99,22,2026-08-09T16:10:02+00:00,Data Center/Web Hosting/Transit,digitalocean.com
165.245.241.157/32,165.245.241.157,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DO-13,100,124,2026-08-09T18:45:06+00:00,Data Center/Web Hosting/Transit,digitalocean.com
167.71.6.33/32,167.71.6.33,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-167-71-0-0,0,2,2026-05-22T00:27:50+00:00,Data Center/Web Hosting/Transit,digitalocean.com
167.71.142.248/32,167.71.142.248,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DIGITALOCEAN-167-71-0-0,30,7,2026-07-28T11:04:20+00:00,Data Center/Web Hosting/Transit,digitalocean.com
167.172.108.50/32,167.172.108.50,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DigitalOcean,100,148,2026-08-09T17:34:14+00:00,Data Center/Web Hosting/Transit,digitalocean.com
172.236.228.227/32,172.236.228.227,172-236-228-227.ip.linodeusercontent.com,63949,"AKAMAI-LINODE-AP - Akamai Connected Cloud, SG",LINODE,100,1584,2026-08-09T19:39:01+00:00,Data Center/Web Hosting/Transit,linode.com
185.93.89.9/32,185.93.89.9,(no PTR),213790,"LimitedNetwork-AS - Limited Network LTD, GB",AMWAJ,100,1435,2026-08-09T20:38:10+00:00,Data Center/Web Hosting/Transit,btcloud.ro
185.242.3.238/32,185.242.3.238,(no PTR),401626,"NETIFACE-TORONTO - Netiface America, Inc., US",Felcloud-24,100,371,2026-08-09T19:16:16+00:00,Data Center/Web Hosting/Transit,felcloud.net
185.247.137.4/32,185.247.137.4,r4-4-4.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,285,2026-08-09T19:38:05+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.45/32,185.247.137.45,r4-45-2d.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,274,2026-08-08T05:58:10+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.48/32,185.247.137.48,r4-48-30.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,268,2026-08-09T01:14:11+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.49/32,185.247.137.49,r4-49-31.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,299,2026-08-09T04:00:10+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.72/32,185.247.137.72,r4-72-48.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,298,2026-08-09T19:35:37+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.80/32,185.247.137.80,r4-80-50.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,302,2026-08-09T17:33:40+00:00,Data Center/Web Hosting/Transit,driftnet.io
185.247.137.150/32,185.247.137.150,r4-150-96.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20180301,100,317,2026-08-09T17:20:45+00:00,Data Center/Web Hosting/Transit,driftnet.io
190.196.253.8/32,190.196.253.8,8-nred253.megalink.com.ar,266702,"AS266702 - MEGALINK S.R.L., AR",190.196.253.0 - 190.196.253.255,57,23,2026-08-09T13:55:00+00:00,Fixed Line ISP,megalink.com.ar
192.253.248.105/32,192.253.248.105,(no PTR),213790,"LimitedNetwork-AS - Limited Network LTD, GB",INTERNET-SECURITY-LIMITED-NETWORK,75,104,2026-08-09T16:59:51+00:00,Data Center/Web Hosting/Transit,btcloud.ro
193.46.255.141/32,193.46.255.141,(no PTR),47890,"UNMANAGED-DEDICATED-SERVERS - UNMANAGED LTD, GB",UNMANAGED-LTD,86,75,2026-08-09T17:05:27+00:00,Data Center/Web Hosting/Transit,unmanaged.uk
195.96.139.45/32,195.96.139.45,r5-45-2d.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,307,2026-08-09T19:31:29+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.51/32,195.96.139.51,r5-51-33.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,294,2026-08-09T19:33:49+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.59/32,195.96.139.59,r5-59-3b.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,290,2026-08-09T05:25:21+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.69/32,195.96.139.69,r5-69-45.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,286,2026-08-09T04:00:33+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.80/32,195.96.139.80,r5-80-50.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,311,2026-08-09T08:59:53+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.81/32,195.96.139.81,r5-81-51.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,301,2026-08-09T20:10:07+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.82/32,195.96.139.82,r5-82-52.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,298,2026-08-09T17:21:17+00:00,Data Center/Web Hosting/Transit,driftnet.io
195.96.139.87/32,195.96.139.87,r5-87-57.monitoring.internet-measurement.com,211298,"DRIFTNET - Driftnet Ltd, GB",UK-DRIFTNET-20260127,100,290,2026-08-09T16:35:09+00:00,Data Center/Web Hosting/Transit,driftnet.io
204.76.203.14/32,204.76.203.14,204.76.203.14.ptr.pfcloud.network,51396,"PFCLOUD - Pfcloud UG (haftungsbeschrankt), DE",PFCLOUD-UG,100,92,2026-08-09T13:14:15+00:00,Data Center/Web Hosting/Transit,pfcloud.io
209.38.70.235/32,209.38.70.235,(no PTR),14061,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",DO-13,33,8,2026-08-09T08:12:53+00:00,Data Center/Web Hosting/Transit,digitalocean.com
223.123.125.35/32,223.123.125.35,(no PTR),138423,"CMPAKLIMITED-AS-ENTCORP - CMPak Limited, PK",CMPak-Mobile-Fixed-Network,100,80,2026-08-09T04:32:47+00:00,Fixed Line ISP,zong.com.pk
